INDEX	TAG	NAME	POSITION (top-left x & y)	SIZE (width & height)	TEXT
39	menu-item	File	(103, 114)	(40, 28)	''
40	section		(112, 115)	(22, 27)	'File'
41	static	File	(112, 121)	(22, 14)	'File'
42	menu-item	Edit	(142, 114)	(42, 28)	''
43	section		(151, 115)	(24, 27)	'Edit'
44	static	Edit	(151, 121)	(24, 14)	'Edit'
45	menu-item	View	(183, 114)	(48, 28)	''
46	section		(192, 115)	(30, 27)	'View'
47	static	View	(192, 121)	(30, 14)	'View'
48	menu-item	Run	(230, 114)	(42, 28)	''
49	section		(239, 115)	(24, 27)	'Run'
50	static	Run	(239, 121)	(24, 14)	'Run'
51	menu-item	Kernel	(271, 114)	(58, 28)	''
52	section		(280, 115)	(40, 27)	'Kernel'
53	static	Kernel	(280, 121)	(40, 14)	'Kernel'
54	menu-item	Tabs	(328, 114)	(46, 28)	''
55	section		(337, 115)	(28, 27)	'Tabs'
56	static	Tabs	(337, 121)	(28, 14)	'Tabs'
57	menu-item	Settings	(373, 114)	(67, 28)	''
58	section		(382, 115)	(49, 27)	'Settings'
59	static	Settings	(382, 121)	(49, 14)	'Settings'
60	menu-item	Help	(439, 114)	(47, 28)	''
61	section		(448, 115)	(29, 27)	'Help'
62	static	Help	(448, 121)	(29, 14)	'Help'
63	image		(76, 158)	(20, 20)	''
64	image		(76, 211)	(20, 20)	''
65	image		(76, 264)	(20, 20)	''
66	image		(76, 317)	(20, 20)	''
67	section	New Launcher (Ctrl+Shift+L)	(119, 154)	(72, 21)	''
68	image		(147, 156)	(16, 17)	''
69	section	New Folder	(199, 154)	(40, 21)	''
70	image		(211, 156)	(16, 17)	''
71	section	Upload Files	(247, 154)	(40, 21)	''
72	image		(259, 156)	(16, 17)	''
73	section	Refresh the file browser.	(295, 154)	(40, 21)	''
74	image		(307, 156)	(16, 17)	''
75	entry	Filter files by name	(115, 191)	(219, 30)	''
76	image		(312, 198)	(16, 16)	''
77	section		(115, 229)	(226, 17)	'/'
78	section	~/Desktop	(115, 228)	(22, 17)	''
79	image		(115, 228)	(20, 17)	''
80	static	/	(137, 229)	(5, 14)	'/'
81	section		(103, 254)	(113, 24)	'Name'
82	static	Name	(115, 258)	(36, 14)	'Name'
83	image		(184, 256)	(20, 20)	''
84	section		(216, 256)	(137, 20)	'Last Modified'
85	static	Last Modified	(258, 260)	(83, 14)	'Last Modified'
86	list-item	Name: database.db Size: 2.1 MB Created: 6/24/25, 4:03 AM Modified: 6/24/25, 4:03 AM Writable: true	(103, 279)	(250, 24)	''
87	image		(117, 283)	(16, 16)	''
88	section		(139, 284)	(77, 14)	'database.db'
89	static	database.db	(139, 284)	(73, 14)	'database.db'
90	section	6/24/25, 4:03 AM	(216, 284)	(125, 14)	'3 minutes ago'
91	static	3 minutes ago	(258, 284)	(83, 14)	'3 minutes ago'
92	list-item	Name: notebook.ipynb Size: 606 B Created: 6/24/25, 4:03 AM Modified: 6/24/25, 4:03 AM Writable: true Kernel: Python 3 (ipykernel)	(103, 303)	(250, 24)	''
93	section		(107, 311)	(5, 10)	'●'
94	static	●	(107, 311)	(5, 9)	'●'
95	image		(117, 307)	(16, 16)	''
96	section	notebook.ipynb	(139, 308)	(77, 14)	'notebook.ipynb'
97	static	notebook.ipynb	(139, 308)	(77, 14)	'notebook.ipynb'
98	section	6/24/25, 4:03 AM	(216, 308)	(125, 14)	'3 minutes ago'
99	static	3 minutes ago	(258, 308)	(83, 14)	'3 minutes ago'
100	list-item	Name: result.csv Size: 42 B Created: 6/24/25, 4:03 AM Modified: 6/24/25, 4:03 AM Writable: true	(103, 327)	(250, 24)	''
101	image		(117, 331)	(16, 16)	''
102	section		(139, 332)	(77, 14)	'result.csv'
103	static	result.csv	(139, 332)	(57, 14)	'result.csv'
104	section	6/24/25, 4:03 AM	(216, 332)	(125, 14)	'3 minutes ago'
105	static	3 minutes ago	(258, 332)	(83, 14)	'3 minutes ago'
106	image		(369, 153)	(14, 15)	''
107	section		(387, 148)	(164, 25)	'Launcher'
108	static	Launcher	(387, 153)	(55, 14)	'Launcher'
109	section	Close Launcher	(551, 152)	(16, 17)	''
110	image		(551, 152)	(16, 17)	''
111	image		(584, 153)	(14, 15)	''
112	section		(602, 148)	(164, 25)	'notebook.ipynb'
113	static	notebook.ipynb	(602, 153)	(93, 14)	'notebook.ipynb'
114	section	Close notebook.ipynb	(766, 152)	(16, 17)	''
115	image		(766, 152)	(16, 17)	''
116	push-button	New Launcher	(791, 148)	(24, 25)	''
117	image		(795, 152)	(16, 16)	''
118	image		(1894, 158)	(20, 20)	''
119	image		(1894, 211)	(20, 20)	''
120	toggle-button	Simple	(94, 1058)	(88, 20)	''
121	label	Simple Interface (Ctrl+Shift+D)	(98, 1061)	(40, 14)	'Simple'
122	static	Simple	(98, 1061)	(40, 14)	'Simple'
123	section	0 1	(203, 1056)	(79, 24)	''
124	section		(203, 1056)	(8, 24)	'0'
125	static	0	(203, 1061)	(8, 14)	'0'
126	image		(220, 1061)	(21, 18)	''
127	section		(247, 1056)	(8, 24)	'1'
128	static	1	(247, 1061)	(8, 14)	'1'
129	image		(262, 1060)	(21, 18)	''
130	section	Python 3 (ipykernel) | Idle	(298, 1061)	(150, 14)	'Python 3 (ipykernel) | Idle'
131	static	Python 3 (ipykernel) | Idle	(298, 1061)	(150, 14)	'Python 3 (ipykernel) | Idle'
132	section	1 notification	(1866, 1056)	(36, 24)	''
133	section		(1866, 1056)	(8, 24)	'1'
134	static	1	(1866, 1061)	(8, 14)	'1'
135	image		(1882, 1060)	(21, 18)	''
136	section	notebook.ipynb	(1757, 1061)	(93, 14)	'notebook.ipynb'
137	static	notebook.ipynb	(1757, 1061)	(93, 14)	'notebook.ipynb'
138	section	Ln 1, Col 1	(1681, 1061)	(61, 14)	'Ln 1, Col 1'
139	static	Ln 1, Col 1	(1681, 1061)	(61, 14)	'Ln 1, Col 1'
140	section	Notebook not trusted: 0 of 1 code cells trusted.	(1639, 1056)	(33, 24)	''
141	image		(1645, 1058)	(20, 18)	''
142	section	Notebook is in Command mode	(1523, 1056)	(112, 24)	'Mode: Command'
143	static	Mode: Command	(1529, 1061)	(100, 14)	'Mode: Command'
144	section		(1596, 975)	(297, 28)	'Would you like to receive official Jupyter news?\nPlease read the privacy policy.'
145	static	Would you like to receive official Jupyter news?	(1596, 975)	(279, 14)	'Would you like to receive official Jupyter news?'
146	static	Please read the privacy policy.	(1596, 989)	(178, 14)	'Please read the privacy policy.'
147	push-button	Open privacy policy	(1705, 1012)	(120, 24)	'Open privacy policy'
148	push-button	Yes	(1827, 1012)	(34, 24)	'Yes'
149	push-button	No	(1863, 1012)	(30, 24)	'No'
150	push-button	Hide notification	(1872, 969)	(31, 30)	''
151	image		(1879, 974)	(16, 17)	''
